album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Old Bengali Songs By K.C.Dey,2,4X0rnhYyV7n4IjVQScmIPa,Japare Kali Kali Bala,spotify:track:4X0rnhYyV7n4IjVQScmIPa,0.989,0.4,0.16,0.0266,0.344,-18.255,0.0445,98.889,0.26,0
Old Bengali Songs By K.C.Dey,3,6HK7xz5dwewx2CghO9WSy8,Basa Hara Mor Aasha,spotify:track:6HK7xz5dwewx2CghO9WSy8,0.985,0.457,0.22,7.53E-05,0.0702,-14.526,0.032,96.341,0.357,0
Old Bengali Songs By K.C.Dey,4,4qln9BCiTbkAtWK9UZJ662,Megha Medur Ghana Chheye,spotify:track:4qln9BCiTbkAtWK9UZJ662,0.989,0.523,0.275,1.54E-05,0.521,-16.835,0.178,113.042,0.474,0
Old Bengali Songs By K.C.Dey,5,5rnvpVC8LT0jPKKMDAvywJ,Lakkhi Hara Kadechhe Kara - Sharmistha,spotify:track:5rnvpVC8LT0jPKKMDAvywJ,0.988,0.386,0.258,1.63E-06,0.257,-14.449,0.0345,84.073,0.374,0
Old Bengali Songs By K.C.Dey,6,3EhBxzS65V0UzVNUuSn8K5,Amar Ei Gaaner Bani - Sharmistha,spotify:track:3EhBxzS65V0UzVNUuSn8K5,0.989,0.382,0.188,1.41E-06,0.674,-15.283,0.036,103.564,0.45,0
Old Bengali Songs By K.C.Dey,7,5jLIOlYgVOub831oBeuPsv,"Natun Kare Jal Ase Re,Pt. 1",spotify:track:5jLIOlYgVOub831oBeuPsv,0.993,0.519,0.2,0.0899,0.137,-15.242,0.0697,66.938,0.543,0
These Same Skies (Live),1,4fA75ecQMGhP7Wld2kT0ZY,That's The Power - Live,spotify:track:4fA75ecQMGhP7Wld2kT0ZY,0.0107,0.458,0.634,0,0.235,-8.282,0.0327,74.008,0.094,55
These Same Skies (Live),6,0gtUR7Wh1B94KWyZDiGhJo,Never Walk Alone - Live,spotify:track:0gtUR7Wh1B94KWyZDiGhJo,0.134,0.412,0.551,0,0.105,-8.04,0.0324,143.869,0.216,54
These Same Skies (Live),7,2yYsMsc5Ic7HZoOS3DbGMZ,Resurrender - Live,spotify:track:2yYsMsc5Ic7HZoOS3DbGMZ,0.144,0.449,0.433,0,0.0697,-9.551,0.0299,139.976,0.154,60
These Same Skies (Live),2,4WH47DbY8FFS8LZg1bdR1s,That's The Power (Reprise) - Live,spotify:track:4WH47DbY8FFS8LZg1bdR1s,0.0016,0.258,0.708,0,0.364,-7.291,0.038,147.964,0.366,50
These Same Skies (Live),3,57xCSQ2a41k8zW8PkcbnBO,Surrounds Me - Live,spotify:track:57xCSQ2a41k8zW8PkcbnBO,0.0143,0.531,0.534,0,0.0642,-7.577,0.0277,81.873,0.344,51
These Same Skies (Live),4,0p5CPH1ChVpy79HIZPR4uy,Freedom - Live,spotify:track:0p5CPH1ChVpy79HIZPR4uy,0.00226,0.484,0.68,0,0.136,-8.489,0.0317,75.007,0.189,50
These Same Skies (Live),5,5jawyqbfmVufFM2YDS2jdu,Hope Of The Ages - Live,spotify:track:5jawyqbfmVufFM2YDS2jdu,0.0051,0.229,0.503,0,0.105,-8.769,0.03,99.938,0.148,49
These Same Skies (Live),8,05W8PJmja6rf2jlXf57C5a,Secret Place - Live,spotify:track:05W8PJmja6rf2jlXf57C5a,0.419,0.301,0.297,0,0.111,-12.963,0.0354,129.829,0.146,50
These Same Skies (Live),9,27XUxjpgD1vARBeOZn46kH,Waiting (Spontaneous) - Live,spotify:track:27XUxjpgD1vARBeOZn46kH,0.0438,0.244,0.347,0.000275,0.107,-11.584,0.0336,129.925,0.0596,48
These Same Skies (Live),10,54DFEHLEHHVvBJChO1ging,Song For His Presence - Live,spotify:track:54DFEHLEHHVvBJChO1ging,0.0235,0.534,0.539,0,0.075,-9.436,0.031,103.975,0.0655,48
These Same Skies (Live),11,7DVfo79IPUESg26bQyhbma,All To Him - Live,spotify:track:7DVfo79IPUESg26bQyhbma,0.361,0.488,0.372,0,0.198,-10.323,0.0291,113.884,0.229,48
Take Heart (Again),5,2oIJcLFfmcNNaNpMJzBUwG,I Surrender,spotify:track:2oIJcLFfmcNNaNpMJzBUwG,0.74,0.363,0.301,0,0.139,-11.203,0.0304,147.911,0.142,49
Take Heart (Again),1,09nXBi19jRO59kMA36fJGE,Hosanna,spotify:track:09nXBi19jRO59kMA36fJGE,0.804,0.354,0.223,0,0.119,-10.956,0.0358,89.445,0.262,48
Take Heart (Again),2,3ZB1nTdHgDTxQLIFWAOcfF,For Those Who Are To Come,spotify:track:3ZB1nTdHgDTxQLIFWAOcfF,0.782,0.257,0.252,0,0.101,-11.368,0.0375,139.386,0.13,39
Take Heart (Again),4,3HB2BROPfh86ChvOoe2dFq,Heart Of God,spotify:track:3HB2BROPfh86ChvOoe2dFq,0.392,0.42,0.342,0,0.107,-8.831,0.0297,137.97,0.09,39
Take Heart (Again),6,6FfvZe3fVGD0EhJjnzs9qb,Selah / All My Life,spotify:track:6FfvZe3fVGD0EhJjnzs9qb,0.558,0.441,0.502,0,0.532,-9.284,0.0406,126.605,0.361,40
Take Heart (Again),7,2kEOVT4a8BoYqcRw4Mw5FB,Take Heart (MMXX),spotify:track:2kEOVT4a8BoYqcRw4Mw5FB,0.478,0.487,0.384,1.33E-05,0.1,-11.071,0.0297,131.963,0.164,42
Take Heart (Again),8,7yr380Co9c4k6BBgPTd4On,Broken Vessels (Amazing Grace) / Life,spotify:track:7yr380Co9c4k6BBgPTd4On,0.415,0.502,0.569,0.295,0.169,-11.055,0.0346,124.027,0.109,36
Take Heart (Again),10,4i8FcEMiMlU6R2TS3WgHGm,Highs & Lows,spotify:track:4i8FcEMiMlU6R2TS3WgHGm,0.576,0.536,0.364,1.97E-06,0.154,-9.82,0.0291,113.875,0.275,39
Take Heart (Again),11,3afUgizW2YUiBapTyB2Zlw,Eagle's Wings,spotify:track:3afUgizW2YUiBapTyB2Zlw,0.965,0.251,0.144,0.000782,0.104,-15.312,0.0392,75.086,0.149,37
Take Heart (Again),12,2fQCMX03xgnxgmYbZam7FU,Still / P E A C E,spotify:track:2fQCMX03xgnxgmYbZam7FU,0.846,0.323,0.232,8.60E-06,0.0777,-12.207,0.0344,132.536,0.322,44
Despierta,1,0OXc6ONc8DWgAizhu4zm0K,Amanecer,spotify:track:0OXc6ONc8DWgAizhu4zm0K,0.245,0.463,0.314,0.796,0.1,-16.634,0.0341,127.054,0.398,20
Despierta,2,44uiY9mN7UCReHQ79csPtd,Despierta Mi Alma,spotify:track:44uiY9mN7UCReHQ79csPtd,0.00267,0.435,0.556,1.17E-06,0.0964,-7.871,0.0326,126.963,0.134,36
Despierta,3,2oDo3CTBQ8XFKW1SJK4uqB,Vi La Luz,spotify:track:2oDo3CTBQ8XFKW1SJK4uqB,0.0142,0.604,0.788,4.65E-06,0.233,-7.419,0.0362,115.989,0.564,24
Despierta,4,3QCMaBtHFU3eeBXhD8e7Pn,Rey De Reyes,spotify:track:3QCMaBtHFU3eeBXhD8e7Pn,0.155,0.424,0.499,0,0.0966,-7.196,0.031,135.986,0.119,27
Despierta,5,0ueorNaVwNaln91tsOXMLP,Solo Jesús,spotify:track:0ueorNaVwNaln91tsOXMLP,0.222,0.372,0.366,5.54E-06,0.103,-8.85,0.0281,73.071,0.0779,22
Despierta,6,5vI6V2qtf0FXJyyXrwwSkb,Tu Habitación,spotify:track:5vI6V2qtf0FXJyyXrwwSkb,0.921,0.372,0.158,1.13E-05,0.088,-15.645,0.0319,129.911,0.239,21
Despierta,7,1tPi2P91pLZNV1eT6UEItS,Él Reinará,spotify:track:1tPi2P91pLZNV1eT6UEItS,0.0266,0.26,0.386,0.00026,0.276,-9.156,0.0297,143.963,0.16,20
Awake,1,2Ikijinwhm9RxzA0WMWTqw,Dawn - Studio,spotify:track:2Ikijinwhm9RxzA0WMWTqw,0.164,0.469,0.296,0.861,0.0919,-17.731,0.0354,127.075,0.362,48
Awake,2,67egl4SMI7KfwW1kaf89PN,Awake My Soul - Studio,spotify:track:67egl4SMI7KfwW1kaf89PN,0.00134,0.455,0.587,0,0.0942,-8.665,0.0336,126.836,0.127,54
Awake,3,2FKd5vdRSk313W6B9s69tB,Come Alive - Studio,spotify:track:2FKd5vdRSk313W6B9s69tB,0.00492,0.335,0.571,0,0.0656,-8.644,0.0345,101.809,0.169,50
Awake,4,7dHyEEppnmfZJjNaNZzhl6,See The Light - Studio,spotify:track:7dHyEEppnmfZJjNaNZzhl6,0.00689,0.595,0.836,4.39E-06,0.34,-6.622,0.0398,116,0.441,50
Awake,5,5W0HZpfl86aVxUoLtV8BGL,No One But You - Studio,spotify:track:5W0HZpfl86aVxUoLtV8BGL,0.0976,0.358,0.427,1.07E-05,0.0849,-9.18,0.0296,145.891,0.0694,49
Awake,6,15RiCX4GasV0oulOzdzGaN,King Of Kings - Studio,spotify:track:15RiCX4GasV0oulOzdzGaN,0.122,0.489,0.477,0,0.1,-7.343,0.0299,136.045,0.177,62
Awake,7,27H6PPj9if4ZNZcudJqWQV,I Will Praise You - Studio,spotify:track:27H6PPj9if4ZNZcudJqWQV,0.0849,0.493,0.524,0.0199,0.0718,-9.861,0.0297,130.066,0.159,48
Awake,8,0WcDc8rCKIxNLXxSmIjTqu,From Whom All Blessings Flow (Doxology) - Studio,spotify:track:0WcDc8rCKIxNLXxSmIjTqu,0.138,0.317,0.459,0,0.105,-7.871,0.0295,145.045,0.113,48
Awake,9,5Ezujip0fVjJ48dlCV07YM,Every Breath - Studio,spotify:track:5Ezujip0fVjJ48dlCV07YM,0.146,0.389,0.393,3.62E-06,0.0951,-9.021,0.0284,136.439,0.127,47
Awake,10,1EuWwrRXDaJC0knqYE31wy,Bright As The Sun - Studio,spotify:track:1EuWwrRXDaJC0knqYE31wy,0.0545,0.438,0.514,9.70E-06,0.241,-8.749,0.0296,135.082,0.201,47
Awake,11,5SAGveGOe6o2IchtvLIlmd,Upper Room - Studio,spotify:track:5SAGveGOe6o2IchtvLIlmd,0.928,0.417,0.172,2.48E-05,0.205,-14.3,0.0321,131.969,0.167,49
Awake,12,7FOI7Ho79zyVSoL9EHGDIW,He Shall Reign - Studio,spotify:track:7FOI7Ho79zyVSoL9EHGDIW,0.0419,0.308,0.351,1.89E-05,0.314,-8.806,0.0278,144.108,0.125,46
Awake,13,30bAlHDwEyu2iI1O6WVasv,Awake My Soul - Live,spotify:track:30bAlHDwEyu2iI1O6WVasv,0.00284,0.267,0.484,2.69E-06,0.946,-9.222,0.0332,126.865,0.206,39
Awake,14,5sKhg7eOgr5fmUBs8Kt9eH,Upper Room - Live,spotify:track:5sKhg7eOgr5fmUBs8Kt9eH,0.814,0.355,0.217,3.52E-06,0.355,-14.408,0.0313,131.089,0.101,29
Awake,15,6sDSMqGhSnYjSqcfcH3zDc,Come Alive - Live,spotify:track:6sDSMqGhSnYjSqcfcH3zDc,0.111,0.186,0.441,0,0.0915,-10.286,0.0349,96.208,0.0793,34
Awake,16,3pIYqGhnw72SnvgMPb3pmM,He Shall Reign - Live,spotify:track:3pIYqGhnw72SnvgMPb3pmM,0.02,0.292,0.519,0,0.0814,-9.298,0.0329,144.052,0.265,29
Awake,17,31unYkU9GTvYYSDhVyJmpc,See The Light - Live at Hillsong Conference,spotify:track:31unYkU9GTvYYSDhVyJmpc,0.000829,0.512,0.87,0,0.945,-6.745,0.0626,115.942,0.309,46
Awake,18,5oyYmgnwGZ74992OLfYD2f,King Of Kings - Live at Hillsong Conference,spotify:track:5oyYmgnwGZ74992OLfYD2f,0.0205,0.454,0.427,0,0.69,-8.049,0.029,135.887,0.184,43
Awake,19,1ZC6jSfp8wnrD57BSSMSM6,No One But You - Live at Hillsong Conference,spotify:track:1ZC6jSfp8wnrD57BSSMSM6,0.0397,0.321,0.41,2.70E-06,0.0917,-9.671,0.0294,146.124,0.0692,47
Awake,20,0euYDTTGMDMMN9gebZFaYi,Awake My Soul - Live Acoustic Session,spotify:track:0euYDTTGMDMMN9gebZFaYi,0.0667,0.397,0.465,8.56E-06,0.098,-9.523,0.039,126.605,0.335,27
Awake,21,3T6IeIDir71ypFpYJ6ycob,Come Alive - Live Acoustic Session,spotify:track:3T6IeIDir71ypFpYJ6ycob,0.495,0.435,0.475,9.30E-06,0.125,-10.136,0.0329,99.181,0.21,23
Awake,22,6SWkxwTgYxTPfIkKHc04Ks,Upper Room - Live Acoustic Session,spotify:track:6SWkxwTgYxTPfIkKHc04Ks,0.9,0.28,0.177,0,0.0721,-14.402,0.0353,129.951,0.213,41
Awake,23,2VhZL1nbqpb9SBGB0VuIIv,See The Light - Acoustic,spotify:track:2VhZL1nbqpb9SBGB0VuIIv,0.0964,0.585,0.667,1.58E-05,0.153,-8.735,0.0323,114.022,0.501,24
Awake,24,54wyP9jPLo3DYsxq6DdRd2,From Whom All Blessings Flow (Doxology) - Acoustic,spotify:track:54wyP9jPLo3DYsxq6DdRd2,0.531,0.361,0.283,0,0.0637,-10.719,0.027,101.839,0.107,23
Awake,25,3rd61FePeYjIrKuHlVZhIh,No One But You - Acoustic,spotify:track:3rd61FePeYjIrKuHlVZhIh,0.897,0.367,0.127,0,0.112,-11.499,0.0386,64.984,0.073,25
Awake,26,6lLubb8OFCAmbRSaml3bYg,King Of Kings - Acoustic,spotify:track:6lLubb8OFCAmbRSaml3bYg,0.645,0.627,0.265,0,0.108,-9.579,0.0277,136.148,0.211,31
Awake,27,2SwcOviKaZK5lS1OKhpW0S,He Shall Reign - Acoustic,spotify:track:2SwcOviKaZK5lS1OKhpW0S,0.483,0.413,0.278,0,0.0964,-11.052,0.0285,141.924,0.29,24
Awake (Deluxe),21,2BU0NHU8FYk1piwZRgrnnk,Come Alive - Acoustic/Live,spotify:track:2BU0NHU8FYk1piwZRgrnnk,0.497,0.473,0.475,1.08E-05,0.125,-10.136,0.0317,99.119,0.214,17
Awake (Deluxe),20,4jiVO9aVgClCXHUP3rsCjh,Awake My Soul - Acoustic/Live,spotify:track:4jiVO9aVgClCXHUP3rsCjh,0.0667,0.397,0.465,8.56E-06,0.098,-9.523,0.039,126.605,0.335,23
Awake (Deluxe),22,2JzhTp2M56LLuatw7jQGV5,Upper Room - Acoustic/Live,spotify:track:2JzhTp2M56LLuatw7jQGV5,0.9,0.28,0.177,0,0.0721,-14.402,0.0353,129.951,0.213,30
Awake,1,3eYMQ2q4z3QDxVR26G8ndz,Dawn,spotify:track:3eYMQ2q4z3QDxVR26G8ndz,0.164,0.469,0.296,0.861,0.0919,-17.731,0.0354,127.075,0.362,43
Awake,2,6AvQ48ohekN6f2eqZCYICX,Awake My Soul,spotify:track:6AvQ48ohekN6f2eqZCYICX,0.00134,0.455,0.587,0,0.0942,-8.665,0.0336,126.836,0.127,54
Awake,3,78pKjOa4gToyRxn3cVc7Sa,Come Alive,spotify:track:78pKjOa4gToyRxn3cVc7Sa,0.00492,0.335,0.571,0,0.0656,-8.644,0.0345,101.809,0.169,47
Awake,4,1xIHfkc6IJB76YjB9EDcez,See The Light,spotify:track:1xIHfkc6IJB76YjB9EDcez,0.00689,0.595,0.836,4.39E-06,0.34,-6.622,0.0398,116,0.441,47
Awake,5,6NbHLtMNIefO9nDFyAedEf,No One But You,spotify:track:6NbHLtMNIefO9nDFyAedEf,0.0976,0.358,0.427,1.07E-05,0.0849,-9.18,0.0296,145.891,0.0694,47
Awake,6,5E2v6b4Mo4jxuPrcK4YEIF,King Of Kings,spotify:track:5E2v6b4Mo4jxuPrcK4YEIF,0.122,0.489,0.477,0,0.1,-7.343,0.0299,136.045,0.177,60
Awake,7,6xo0XjZzOaPR4zyijTqQnM,I Will Praise You,spotify:track:6xo0XjZzOaPR4zyijTqQnM,0.0849,0.493,0.524,0.0199,0.0718,-9.861,0.0297,130.066,0.159,43
Awake,8,6YUOcx1qDtxHSwkCviCtoF,From Whom All Blessings Flow (Doxology),spotify:track:6YUOcx1qDtxHSwkCviCtoF,0.138,0.317,0.459,0,0.105,-7.871,0.0295,145.045,0.113,45
Awake,9,6BXzyWiTvgJeWGfEzFfi45,Every Breath,spotify:track:6BXzyWiTvgJeWGfEzFfi45,0.146,0.389,0.393,3.62E-06,0.0951,-9.021,0.0284,136.439,0.127,42
Awake,10,5cghG03x2EQBTV3bbZSmGO,Bright As The Sun,spotify:track:5cghG03x2EQBTV3bbZSmGO,0.0545,0.438,0.514,9.70E-06,0.241,-8.749,0.0296,135.082,0.201,42
Awake,11,5Trqe9O0VQEBe4aANs2qqS,Upper Room,spotify:track:5Trqe9O0VQEBe4aANs2qqS,0.928,0.417,0.172,2.48E-05,0.205,-14.3,0.0321,131.969,0.167,47
Awake,12,3yRTUelHn8NMa2zyUfO3bN,He Shall Reign,spotify:track:3yRTUelHn8NMa2zyUfO3bN,0.0419,0.308,0.351,1.89E-05,0.314,-8.806,0.0278,144.108,0.125,41
Awake,13,3V8cEPvDkFmQh6nUJnG318,See The Light - Live,spotify:track:3V8cEPvDkFmQh6nUJnG318,0.000864,0.514,0.87,0,0.946,-6.742,0.0621,115.944,0.33,42
Awake,14,7iK9jPR9LpWUkdwMPMIVnt,King Of Kings - Live,spotify:track:7iK9jPR9LpWUkdwMPMIVnt,0.0195,0.455,0.424,0,0.69,-8.042,0.0289,135.879,0.198,48
Awake,15,3VReIm51rDARgT7zbNNfTB,No One But You - Live,spotify:track:3VReIm51rDARgT7zbNNfTB,0.0398,0.331,0.412,2.41E-06,0.0916,-9.655,0.0294,145.748,0.066,44
HAY MÁS,1,32PZyH9aENcw7i3VIASIVt,Quien Dices Que Soy,spotify:track:32PZyH9aENcw7i3VIASIVt,0.00248,0.324,0.638,0,0.091,-7.985,0.0422,171.544,0.234,48
HAY MÁS,2,1QD8JNUdE2jPNsYNFkOgF7,La Pasión,spotify:track:1QD8JNUdE2jPNsYNFkOgF7,0.00326,0.51,0.66,0,0.142,-6.934,0.0313,139.829,0.342,44
HAY MÁS,3,69jsu8cBrYSmc7dqUsVBF9,Vivo Estoy,spotify:track:69jsu8cBrYSmc7dqUsVBF9,0.0404,0.651,0.856,0,0.0856,-6.594,0.0554,114.924,0.305,44
HAY MÁS,4,4HEr6Gi6CQZ7FXpweuf4yy,No Temeré,spotify:track:4HEr6Gi6CQZ7FXpweuf4yy,0.118,0.411,0.347,0.000146,0.0878,-10.9,0.0277,74.495,0.152,43
HAY MÁS,5,7h4Wco3MY9MPlAHxyxKnnc,Vino Nuevo,spotify:track:7h4Wco3MY9MPlAHxyxKnnc,0.657,0.391,0.229,0,0.111,-10.918,0.0309,139.622,0.115,43
HAY MÁS,6,6poUzV6U0p1OUxxtmBzADD,En Tu Presencia,spotify:track:6poUzV6U0p1OUxxtmBzADD,0.196,0.447,0.421,0.000107,0.0781,-9.134,0.0283,134.872,0.204,48
HAY MÁS,7,4vcEBtKQLHwJSTVPa42mub,Hermoso Nombre,spotify:track:4vcEBtKQLHwJSTVPa42mub,0.169,0.448,0.504,0,0.0997,-6.889,0.0299,135.738,0.151,45
HAY MÁS,8,4CpXovlU8Md47zl5fNt6WR,A Ti Me Rindo,spotify:track:4CpXovlU8Md47zl5fNt6WR,0.017,0.383,0.431,4.77E-06,0.0932,-8.506,0.0317,153.888,0.136,48
HAY MÁS,9,0E3A6BhgIIFbVgv44G7gpU,En Esto Creo (El Credo),spotify:track:0E3A6BhgIIFbVgv44G7gpU,0.0253,0.483,0.64,0,0.194,-7.924,0.03,142.075,0.324,42
HAY MÁS,11,7lgkVmz7LL5J1mtaAAQohg,Alabaré Al Señor (Anástasis),spotify:track:7lgkVmz7LL5J1mtaAAQohg,0.00814,0.424,0.394,0,0.126,-8.162,0.0293,144.983,0.246,42
Christmas: The Peace Project (Deluxe),14,0zvnVhzoz6p6zPBOp88nHh,Silent Night (With Saviour King) - Live,spotify:track:0zvnVhzoz6p6zPBOp88nHh,0.342,0.205,0.331,0,0.0602,-10.76,0.0323,73.862,0.0997,37
Christmas: The Peace Project (Deluxe),15,54VvABzD5o80Q1bTfTwTQ8,Prince Of Heaven - Reimagined,spotify:track:54VvABzD5o80Q1bTfTwTQ8,0.156,0.311,0.602,0,0.11,-7.329,0.0315,172.889,0.171,31
Christmas: The Peace Project (Deluxe),16,4rYbIm41xXk30uRco2oNCa,Joy To The World - Reimagined,spotify:track:4rYbIm41xXk30uRco2oNCa,0.00504,0.516,0.772,0,0.0771,-6.242,0.0346,107,0.18,32
Christmas: The Peace Project (Deluxe),20,4vBKE2iwDSNduyw1O4MISE,Prince Of Heaven - Instrumental,spotify:track:4vBKE2iwDSNduyw1O4MISE,0.0103,0.108,0.349,0.915,0.0938,-12.227,0.0304,82.078,0.0377,27
Christmas: The Peace Project (Deluxe),21,6jb573hTIAUZx9egWjfEQo,O Come All Ye Faithful - Instrumental,spotify:track:6jb573hTIAUZx9egWjfEQo,0.000413,0.383,0.475,0.904,0.14,-8.91,0.0258,150.017,0.225,27
Christmas: The Peace Project (Deluxe),22,7r0Y98U1ZTu4aGW9G3QxeJ,Noel - Instrumental,spotify:track:7r0Y98U1ZTu4aGW9G3QxeJ,0.000532,0.562,0.608,0.867,0.101,-9.702,0.0275,119.989,0.379,26
Christmas: The Peace Project (Deluxe),23,5UmMCceqlunL9lREMIzjUr,When I Think Upon Christmas - Instrumental,spotify:track:5UmMCceqlunL9lREMIzjUr,0.695,0.449,0.314,0.936,0.0632,-13.213,0.0284,109.931,0.172,27
Christmas: The Peace Project (Deluxe),24,2aN6wXbdA1ndmJXG6IgMmi,Silent Night (With Saviour King) - Instrumental,spotify:track:2aN6wXbdA1ndmJXG6IgMmi,0.138,0.194,0.202,0.924,0.0858,-14.435,0.0342,74.028,0.0554,26
Christmas: The Peace Project (Deluxe),25,5qwnx1KTQiFRUIqIPfqKl9,Arrival - Instrumental,spotify:track:5qwnx1KTQiFRUIqIPfqKl9,0.000118,0.448,0.773,0.703,0.346,-8.345,0.0273,131.994,0.167,25
Christmas: The Peace Project (Deluxe),26,3SB9NuRdp2h4xAcC43vyup,O Holy Night - Instrumental,spotify:track:3SB9NuRdp2h4xAcC43vyup,0.000707,0.142,0.452,0.683,0.131,-8.95,0.0322,167.976,0.101,26
Christmas: The Peace Project (Deluxe),13,51CQcrzsbt3ZVnAvHcKYBD,O Holy Night - Live,spotify:track:51CQcrzsbt3ZVnAvHcKYBD,0.00235,0.137,0.51,0,0.106,-6.144,0.0358,167.83,0.174,37
Christmas: The Peace Project (Deluxe),14,1JqRuf1VFolpmDEBjeRLkF,Silent Night (with Saviour King) - Live,spotify:track:1JqRuf1VFolpmDEBjeRLkF,0.355,0.153,0.328,0,0.0603,-10.847,0.0331,146.718,0.101,34
Christmas: The Peace Project (Deluxe),17,1r0Vxd0SEF4D893iYeVVxj,Joy To The World - Instrumental,spotify:track:1r0Vxd0SEF4D893iYeVVxj,9.71E-05,0.483,0.667,0.894,0.0834,-9.293,0.0262,95.993,0.504,28
Christmas: The Peace Project (Deluxe),18,7aTBNIJtDNHVA425pW3wa2,Hark - Instrumental,spotify:track:7aTBNIJtDNHVA425pW3wa2,0.00811,0.464,0.372,0.951,0.0806,-10.873,0.0292,134.014,0.0844,27
Christmas: The Peace Project (Deluxe),19,1elCTJ5VDsJM0X2RGYRVsD,Seasons - Instrumental,spotify:track:1elCTJ5VDsJM0X2RGYRVsD,0.00514,0.362,0.37,0.933,0.107,-11.567,0.0301,145.926,0.102,26
Christmas: The Peace Project (Deluxe),24,35hI0aD5n1rMYY5LSu34qy,Silent Night (with Saviour King) - Instrumental,spotify:track:35hI0aD5n1rMYY5LSu34qy,0.144,0.235,0.201,0.909,0.0842,-14.456,0.034,73.905,0.0552,25
Christmas: The Peace Project (Deluxe),27,2zj2b6g25Jr7OpDWYZgAv6,Peace Upon The Earth - Instrumental,spotify:track:2zj2b6g25Jr7OpDWYZgAv6,0.605,0.0772,0.304,0.945,0.151,-12.852,0.0333,81.033,0.0909,25
There Is More (Instrumental Version),1,04ZM9lID5UlPBmCO2VyJ6F,Who You Say I Am - Instrumental Version,spotify:track:04ZM9lID5UlPBmCO2VyJ6F,3.01E-05,0.14,0.671,0.928,0.0905,-8.156,0.0347,172.029,0.0938,30
There Is More (Instrumental Version),2,7bXHynjjhieyUVyq8PfjHg,You Are Life - Instrumental Version,spotify:track:7bXHynjjhieyUVyq8PfjHg,0.000582,0.527,0.831,0.931,0.206,-9.286,0.0339,114.983,0.287,23
There Is More (Instrumental Version),3,251dYQDLe5ozFLVs3aYwLn,The Passion - Instrumental Version,spotify:track:251dYQDLe5ozFLVs3aYwLn,0.000858,0.508,0.629,0.868,0.0635,-9.412,0.0297,140.012,0.211,25
There Is More (Instrumental Version),4,16hdlk0FsvPaYbWFXythrS,God So Loved - Instrumental Version,spotify:track:16hdlk0FsvPaYbWFXythrS,0.00865,0.475,0.425,0.954,0.123,-10.402,0.0303,139.031,0.0978,29
There Is More (Instrumental Version),5,6vNO4GgdFcyZTH3RAeWsTC,Be Still - Instrumental Version,spotify:track:6vNO4GgdFcyZTH3RAeWsTC,0.0345,0.389,0.357,0.908,0.0966,-12.236,0.0269,148.991,0.0677,29
There Is More (Instrumental Version),6,6OgYGbRHpmhnj6qKzJsC6w,Remembrance - Instrumental Version,spotify:track:6OgYGbRHpmhnj6qKzJsC6w,0.113,0.395,0.387,0.924,0.113,-11.059,0.0272,140.002,0.0493,29
There Is More (Instrumental Version),7,70yVbCPIs485e9KfxznNm1,Valentine - Instrumental Version,spotify:track:70yVbCPIs485e9KfxznNm1,0.000377,0.35,0.438,0.921,0.32,-11.798,0.0306,81.004,0.0555,22
There Is More (Instrumental Version),8,532yLhTO3WS92NTVu5tr35,Touch Of Heaven - Instrumental Version,spotify:track:532yLhTO3WS92NTVu5tr35,0.0606,0.458,0.357,0.843,0.265,-10.83,0.0298,134.967,0.0378,31
There Is More (Instrumental Version),9,2bz3evWW6pQ1zkgyO40RtC,Lettered Love - Instrumental Version,spotify:track:2bz3evWW6pQ1zkgyO40RtC,0.226,0.461,0.442,0.911,0.0795,-11.357,0.029,91.991,0.177,27
There Is More (Instrumental Version),10,6XS8GIIyIEtWrujPBHTriO,The Lord's Prayer - Instrumental Version,spotify:track:6XS8GIIyIEtWrujPBHTriO,0.000394,0.411,0.581,0.895,0.0854,-9.485,0.0302,137.991,0.0885,29
There Is More (Instrumental Version),11,2LOG3QmvzYR4xIufXHS1ot,New Wine - Instrumental Version,spotify:track:2LOG3QmvzYR4xIufXHS1ot,0.0349,0.376,0.234,0.887,0.11,-12.601,0.0319,140.035,0.0723,30
There Is More (Instrumental Version),12,7qbUjczokcnGFIwx68aBqV,So Will I (100 Billion X) - Instrumental Version,spotify:track:7qbUjczokcnGFIwx68aBqV,0.000676,0.442,0.497,0.916,0.463,-10.766,0.0301,128.047,0.0388,31
There Is More (Instrumental),1,7l7hSZN1voZt2s3bDp1gFH,Who You Say I Am - Instrumental,spotify:track:7l7hSZN1voZt2s3bDp1gFH,3.17E-05,0.14,0.674,0.917,0.0904,-8.165,0.0349,172.028,0.0795,29
There Is More (Instrumental),2,1Zj0VXbNpGDaAnP9ZbLAHs,You Are Life - Instrumental,spotify:track:1Zj0VXbNpGDaAnP9ZbLAHs,0.000582,0.519,0.842,0.92,0.171,-9.225,0.0341,114.985,0.29,20
There Is More (Instrumental),3,2fYOC3QwklTA5r9mgWK5LL,The Passion - Instrumental,spotify:track:2fYOC3QwklTA5r9mgWK5LL,0.000669,0.51,0.631,0.855,0.0632,-9.438,0.0303,140.029,0.191,20
There Is More (Instrumental),4,7jSruM6a9UFksHpTOv1o5A,God So Loved - Instrumental,spotify:track:7jSruM6a9UFksHpTOv1o5A,0.00839,0.475,0.426,0.973,0.113,-10.345,0.034,139.014,0.0893,26
